bug_id,project,title,description
Compress-4,Compress,[COMPRESS-64] Are the public finish() methods ArchiveOutputStream implementations necessary and safe? - ASF JIRA,"Details




Type:


 Bug
        

 

Status:

Resolved 





Priority:


  Major                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.0 







                Fix Version/s:
            



1.0 






Component/s:


                                        None
                    





Labels:


None


 
Description

Some of the ArchiveOutputStream implementations have public finish() methods. These are currently only called from the close() methods.
Seems to me that there is no need to allow the finish() methods to be called externally, and the user can corrupt the output if they do.
Surely the close() method is all that is needed?


AttachmentsActivity



People



Assignee:




    Unassigned





Reporter:





            Sebb
        


 


Votes:

0
Vote for this issue



Watchers:

0
Start watching this issue



Dates



                                    Created:
                            


28/Mar/09 14:12 




                                    Updated:
                            


02/May/23 17:11 




                                    Resolved:
                            


23/Apr/09 05:34"
Gson-6,Gson,Fixed a regression in Gson 2.6 where Gson caused NPE if the TypeAdapt… #800,"Fixed a regression in Gson 2.6 where Gson caused NPE if the TypeAdapt…
#800






    
    New issue
  


 




Have a question about this project? Sign up for a free GitHub account to open an issue and contact its maintainers and the community.
  

    Sign up for GitHub


By clicking “Sign up for GitHub”, you agree to our terms of service and
  privacy statement. We’ll occasionally send you account related emails.

    Already on GitHub?
    Sign in
    to your account
  





Jump to bottom







 Merged



swankjesse
  merged 4 commits into


  master

from

nullsafe_regression_bugfix

 

Feb 26, 2016










 Merged





    Fixed a regression in Gson 2.6 where Gson caused NPE if the TypeAdapt…
  
#800


swankjesse
  merged 4 commits into


  master

from

nullsafe_regression_bugfix

 

Feb 26, 2016
















        Uh oh!

 There was an error while loading. Please reload this page.

 
 



 Conversation












 






      
            Copy link

 
 




Collaborator






inder123


      

      commented


        Feb 25, 2016







…erFactory.create() returned null.












    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 









 
All reactions


















 








Fixed a regression in Gson 2.6 where Gson caused NPE if the TypeAdapt…


    …
 






















c731abb





…erFactory.create() returned null.



 








inder123




            assigned 
  
  swankjesse
Feb 25, 2016













 






      
            Copy link

 
 




Collaborator


Author





inder123


      

      commented


        Feb 26, 2016









I would like to cut Gson 2.6.2 with this change. Let me know if you have any concerns @swankjesse and @JakeWharton















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 








 
swankjesse


      reviewed

      
Feb 26, 2016


    View reviewed changes





 



 

gson/src/test/java/com/google/gson/regression/JsonAdapterNullSafeTest.java



















import junit.framework.TestCase;













public class JsonAdapterNullSafeTest extends TestCase {











 






      
            Copy link

 
 




Contributor






swankjesse

Feb 26, 2016









There was a problem hiding this comment.




Choose a reason for hiding this comment

      The reason will be displayed to describe this comment to others. Learn more.
    



        Choose a reason
        
Spam
Abuse
Off Topic
Outdated
Duplicate
Resolved

 
Hide comment






Any way you could write a simpler test for this? There’s a lot of stuff here












    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 









 
All reactions






























 






      
            Copy link

 
 




Contributor





swankjesse


      

      commented


        Feb 26, 2016









Fix looks reasonable but the test case looks like you just pulled it from another codebase. Could you write a targeted test case instead?















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 








 








incorporated code review feedback. Simplified the code, merged Device…


    …
 






















79a00cd





… and Control and removed unnecessary fields.



 












 






      
            Copy link

 
 




Collaborator


Author





inder123


      

      commented


        Feb 26, 2016









Done, take another look.















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 








 
swankjesse


      reviewed

      
Feb 26, 2016


    View reviewed changes





 



 

gson/src/test/java/com/google/gson/regression/JsonAdapterNullSafeTest.java












     * Write the value as a String, not JSON.






     */






    static final class JsonAdapterFactory implements TypeAdapterFactory {






      private static final ThreadLocal<Boolean> recursiveCall = new ThreadLocal<Boolean>();











 






      
            Copy link

 
 




Contributor






swankjesse

Feb 26, 2016









There was a problem hiding this comment.




Choose a reason for hiding this comment

      The reason will be displayed to describe this comment to others. Learn more.
    



        Choose a reason
        
Spam
Abuse
Off Topic
Outdated
Duplicate
Resolved

 
Hide comment






Does this really need a recursive call to reproduce? Weird!












    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 









 
All reactions














 






      
            Copy link

 
 




Collaborator


Author






inder123

Feb 26, 2016









There was a problem hiding this comment.




Choose a reason for hiding this comment

      The reason will be displayed to describe this comment to others. Learn more.
    



        Choose a reason
        
Spam
Abuse
Off Topic
Outdated
Duplicate
Resolved

 
Hide comment






Yes, it does because the thread-local is used to prevent an infinite recursion.












    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 









 
All reactions






























 






      
            Copy link

 
 




Contributor





swankjesse


      

      commented


        Feb 26, 2016









I still don’t really understand this test. Would end users use ThreadLocals ?















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 













 






      
            Copy link

 
 




Collaborator


Author





inder123


      

      commented


        Feb 26, 2016









@swankjesse  This is production code written by me for a specific use-case.
I was interacting with a REST service that, unfortunately, stored JSON as s String in a field. To support that with JSON, I wrote this adapter class. I didn't start with ThreadLocals, but the recursive invocation from JsonAdapterFactory forced my hand.















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 








 








removed unneeded null check.























1fa4382






 












 






      
            Copy link

 
 




Contributor





swankjesse


      

      commented


        Feb 26, 2016









Rather than starting with the test you used to trigger this in your application, can you build a test case from scratch specifically to reproduce this bug?















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 













 






      
            Copy link

 
 




Contributor





swankjesse


      

      commented


        Feb 26, 2016









(I don't imagine that parsing JSON as a string is necessary for the fix made here.)















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 













 






      
            Copy link

 
 




Contributor





swankjesse


      

      commented


        Feb 26, 2016









Erm, you shouldn't need to convert a string from JSON within another type adapter.















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 








 








incorporated code review feedback by eliminating the stringified type…


    …
 






















1ab73ff





… adapter.



 












 






      
            Copy link

 
 




Collaborator


Author





inder123


      

      commented


        Feb 26, 2016









Ok, revised the test to eliminate string to JSON conversion.















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 













 






      
            Copy link

 
 




Contributor





swankjesse


      

      commented


        Feb 26, 2016









Yeah, that's more obvious. Thanks!















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 








swankjesse 

      added a commit
      that referenced
      this pull request

    
Feb 26, 2016









 



Merge pull request #800 from google/nullsafe_regression_bugfix


…














dea3055





Fixed a regression in Gson 2.6 where Gson caused NPE if the TypeAdapt…










swankjesse



        merged commit dea3055
      into

      

master


Feb 26, 2016





 
inder123


    
    deleted the
    

        nullsafe_regression_bugfix
 
    branch

    February 27, 2016 02:36






sebasjm 

      pushed a commit
        to sebasjm/gson
      that referenced
      this pull request

    
Mar 11, 2018









 



Merge pull request google#800 from google/nullsafe_regression_bugfix


…














341ab00





Fixed a regression in Gson 2.6 where Gson caused NPE if the TypeAdapt…










 





Sign up for free
to join this conversation on GitHub.
    Already have an account?
    Sign in to comment












    Reviewers
  


    No reviews





    Assignees
  





 
swankjesse
 






    Labels
  

    None yet





    Projects
  



    None yet


 



    Milestone
  

      No milestone









    Development
  
Successfully merging this pull request may close these issues.





        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 







      2 participants
    



 

 




 


Add this suggestion to a batch that can be applied as a single commit.
This suggestion is invalid because no changes were made to the code.
Suggestions cannot be applied while the pull request is closed.
Suggestions cannot be applied while viewing a subset of changes.
Only one suggestion per line can be applied in a batch.
Add this suggestion to a batch that can be applied as a single commit.
Applying suggestions on deleted lines is not supported.
You must change the existing code in this line in order to create a valid suggestion.
Outdated suggestions cannot be applied.
This suggestion has been applied or marked resolved.
Suggestions cannot be applied from pending reviews.
Suggestions cannot be applied on multi-line comments.
Suggestions cannot be applied while the pull request is queued to merge.
Suggestion cannot be applied right now. Please check back later."
JacksonCore-1,JacksonCore,Issue Report,"NullPointerException thrown when NaN read as BigDecimal #98New issueCopy linkNew issueCopy linkClosedClosedNullPointerException thrown when NaN read as BigDecimal#98Copy linkMilestone2.3.0Descriptioncowtowncoderopened on Aug 29, 2013Issue body actions(moved from https://github.com/FasterXML/jackson/issues/4 reported by @jroper)

If JsonParser.Feature.ALLOW_NON_NUMERIC_NUMBERS is turned on, then when NaN is encountered, it will be reported as being a float number token. Subsequently invoking getDecimalNumber throws an NPE:
NullPointerException: null (TextBuffer.java:394)
com.fasterxml.jackson.core.util.TextBuffer.contentsAsDecimal(TextBuffer.java:394)
com.fasterxml.jackson.core.base.ParserBase._parseSlowFloatValue(ParserBase.java:799)
com.fasterxml.jackson.core.base.ParserBase._parseNumericValue(ParserBase.java:781)
 com.fasterxml.jackson.core.base.ParserBase.getDecimalValue(ParserBase.java:711)

By the way, the expected behaviour here I would say would be to throw NumberFormatException, this is what is thrown by the BigDecimal constructor when you pass in Double.NaN or any of the infinity double values.
I'm not sure, but maybe this NPE is also an issue for integers too, and the expected behaviour for them would also be to throw NumberFormatException.MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestone2.3.0No due dateRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonCore-13,JacksonCore,Fix UTF8JsonGenerator to allow QUOTE_FIELD_NAMES to be toggled. #246,"Fix UTF8JsonGenerator to allow QUOTE_FIELD_NAMES to be toggled.
#246






    
    New issue
  


 




Have a question about this project? Sign up for a free GitHub account to open an issue and contact its maintainers and the community.
  

    Sign up for GitHub


By clicking “Sign up for GitHub”, you agree to our terms of service and
  privacy statement. We’ll occasionally send you account related emails.

    Already on GitHub?
    Sign in
    to your account
  





Jump to bottom







 Closed



philipa

  wants to merge
  1
  commit into


  FasterXML:master

from

philipa:master

 











 Closed





    Fix UTF8JsonGenerator to allow QUOTE_FIELD_NAMES to be toggled.
  
#246


philipa

  wants to merge
  1
  commit into


  FasterXML:master

from

philipa:master

 

















        Uh oh!

 There was an error while loading. Please reload this page.

 
 



 Conversation












 






      
            Copy link

 
 








philipa


      

      commented


        Jan 17, 2016








 No description provided. 













    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 









 
All reactions


















 






 



Fix UTF8JsonGenerator to allow QUOTE_FIELD_NAMES to be toggled.























e9870f1






 







cowtowncoder 

      added a commit
      that referenced
      this pull request

    
Feb 23, 2016









 



Fix #246














d58d420













cowtowncoder




          added this to the 
  2.7.2 milestone


      Feb 23, 2016













 






      
            Copy link

 
 




Member





cowtowncoder


      

      commented


        Feb 23, 2016









Thank you for contributing this! I ended up merging it in slightly modified form, partly since I wanted it backported in 2.7, and master is now for 2.8.0-SNAPSHOT, and partly to refactor to make char-backed output also use same mechanism. Fix will be included in 2.7.2 to be released soon.















 
All reactions



















    Sorry, something went wrong.
  




        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 









cowtowncoder




            closed this


      Feb 23, 2016








 





Sign up for free
to join this conversation on GitHub.
    Already have an account?
    Sign in to comment












    Reviewers
  


    No reviews





    Assignees
  

    No one assigned




    Labels
  

    None yet





    Projects
  



    None yet


 



    Milestone
  


 
2.7.2









    Development
  
Successfully merging this pull request may close these issues.





        Uh oh!

 There was an error while loading. Please reload this page.

 
 

 







      2 participants
    



 

 




 


Add this suggestion to a batch that can be applied as a single commit.
This suggestion is invalid because no changes were made to the code.
Suggestions cannot be applied while the pull request is closed.
Suggestions cannot be applied while viewing a subset of changes.
Only one suggestion per line can be applied in a batch.
Add this suggestion to a batch that can be applied as a single commit.
Applying suggestions on deleted lines is not supported.
You must change the existing code in this line in order to create a valid suggestion.
Outdated suggestions cannot be applied.
This suggestion has been applied or marked resolved.
Suggestions cannot be applied from pending reviews.
Suggestions cannot be applied on multi-line comments.
Suggestions cannot be applied while the pull request is queued to merge.
Suggestion cannot be applied right now. Please check back later."
JacksonCore-23,JacksonCore,Issue Report,"Make DefaultPrettyPrinter.createInstance() to fail for sub-classes #502New issueCopy linkNew issueCopy linkClosedClosedMake DefaultPrettyPrinter.createInstance() to fail for sub-classes#502Copy linkMilestone2.10.0Descriptioncowtowncoderopened on Dec 12, 2018Issue body actionsPattern of ""blueprint object"" (that is, having an instance not used as-is, but that has factory method for creating actual instance) is used by Jackson in couple of places; often for things that implement Instantiatable. But one problem is that unless method is left abstract, sub-classing can be problematic -- if sub-class does not override method, then calls will result in an instance of wrong type being created.
And this is what can easily happen with DefaultPrettyPrinter.
A simple solution is for base class to make explicit that if base implementation is called, then instance can not be a sub-class (that is, it is only legal to call on DefaultPrettyPrinter, but no sub-class). This is not optimal (ideally check would be done compile-time), but better than getting a mysterious failure.MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestone2.10.0No due dateRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonCore-3,JacksonCore,Issue Report,"_currInputRowStart isn't initialized in UTF8StreamJsonParser() constructor. The column position will be wrong.  #111New issueCopy linkNew issueCopy linkClosedClosed_currInputRowStart isn't initialized in UTF8StreamJsonParser() constructor. The column position will be wrong. #111Copy linkMilestone2.3.0Descriptiondreamershlopened on Oct 8, 2013Issue body actionsThe UTF8StreamJson Parser constructor allows to specify the start position. But it doesn't set the  ""_currInputRowStart"" as the same value. It is still 0. So when raise the exception, the column calculation (ParserBase.getCurrentLocation() )will be wrong.
int col = _inputPtr - _currInputRowStart + 1; // 1-based
public UTF8StreamJsonParser(IOContext ctxt, int features, InputStream in,
ObjectCodec codec, BytesToNameCanonicalizer sym,
byte[] inputBuffer, int start, int end,
boolean bufferRecyclable)MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestone2.3.0No due dateRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonCore-6,JacksonCore,Issue Report,"JsonPointer should not consider ""00"" to be valid index #176New issueCopy linkNew issueCopy linkClosedClosedJsonPointer should not consider ""00"" to be valid index#176Copy linkMilestone2.4.5Descriptioncowtowncoderopened on Dec 31, 2014Issue body actionsAlthough 00 can be parsed as 0 in some cases, it is not a valid JSON number; and is also not legal numeric index for JSON Pointer. As such, JsonPointer class should ensure it can only match property name ""00"" and not array index.MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestone2.4.5No due dateRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonCore-9,JacksonCore,Issue Report,"JsonParser.getValueAsString() should return field name for JsonToken.FIELD_NAME, not null #188New issueCopy linkNew issueCopy linkClosedClosedJsonParser.getValueAsString() should return field name for JsonToken.FIELD_NAME, not null#188Copy linkMilestone2.6.0Descriptioncowtowncoderopened on Mar 31, 2015Issue body actions(note: offshoot of FasterXML/jackson-databind#745)
Although Javadocs do not specify expected behavior for JsonParser.getValueAsString(), when current token is JsonToken.FIELD_NAME, it makes more sense to return name as-is, instead of null.
This will simplify handling of code that requires a String representation; and code that does need to know the difference can use token type if that is relevant.
While this can be seen as a fix it is still a minor API change, so it needs to go in 2.6.0, not a 2.5.x patch release.MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestone2.6.0No due dateRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonDatabind-103,JacksonDatabind,Issue Report,"Location information included twice for some JsonMappingExceptions #2128New issueCopy linkNew issueCopy linkClosedClosedLocation information included twice for some JsonMappingExceptions#2128Copy linkDescriptioncowtowncoderopened on Sep 6, 2018Issue body actionsLooks like due to some double-processing, certain kinds of JsonMappingException (observed with InvalidFormatException) seem to include "" at [source]"" twice. This is probably due to calls to getMessage() that add location being used to pass message property when wrapping or re-creating exceptions.MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneNo milestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonDatabind-110,JacksonDatabind,Issue Report,"Inconsistent handling of Collections$UnmodifiableList VS Collections$UnmodifiableRandomAccessList #2265New issueCopy linkNew issueCopy linkClosedClosedInconsistent handling of Collections$UnmodifiableList VS Collections$UnmodifiableRandomAccessList#2265Copy linkMilestone2.9.9Descriptionjoffrey-bionopened on Feb 25, 2019Issue body actionsI'm sorry to bring that one up again, but I'm under the impression that the issue about unmodifiable collections (#1880) is still not solved completely.
In fact, the way the CLASS_UNMODIFIABLE_LIST is retrieved here yields Collections$UnmodifiableRandomAccessList, and therefore only this type is currently supported by Jackson 2.9.8.
However, using Collections.unmodifiableList() on a List implementation that doesn't implement RandomAccess will yield a Collections$UnmodifiableList instead, which is not deserialized properly and fails with:
com.fasterxml.jackson.databind.exc.InvalidDefinitionException: Cannot construct instance of `java.util.Collections$UnmodifiableList` (no Creators, like default constructor, exist): no default no-arguments constructor found

This can be reproduced by adding the following test case in TestDefaultForUtilCollections1868:
public void testUnmodifiableNonRandomAccessList() throws Exception {
   _verifyCollection(Collections.unmodifiableList(new LinkedList<>(Arrays.asList(""first"", ""second""))));
}
Or more generally for outside the project:
public void testUnmodifiableNonRandomAccessList() throws Exception {
    Collection<?> exp = Collections.unmodifiableList(new LinkedList<>(Arrays.asList(""first"", ""second"")));
    ObjectMapper mapper = new ObjectMapper();
    mapper.enableDefaultTyping(DefaultTyping.NON_FINAL, JsonTypeInfo.As.PROPERTY);
    String json = mapper.writeValueAsString(exp);
    Collection<?> act = mapper.readValue(json, Collection.class);

    assertEquals(exp, act);
    assertEquals(exp.getClass(), act.getClass());
}
Currently java.util.Collections.unmodifiableList() can only return these 2 types of unmodifiable lists, so I believe it is safe for now to just hardcode yet another special case for this class.
This can currently be solved on user side by adding a mixin, but since Collections$UnmodifiableRandomAccessList is supported, I would find it natural to also support the non-random access variant.MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonDatabind-112,JacksonDatabind,Issue Report,"StringCollectionDeserializer fails with custom collection #2324New issueCopy linkNew issueCopy linkClosedClosedStringCollectionDeserializer fails with custom collection#2324Copy linkMilestone2.9.9Descriptiondbarvitskyopened on May 9, 2019Issue body actionsSeeing this with Jackson 2.9.8.
We have a custom collection implementation, which is wired to use its ""immutable"" version for deserialization. The rationale is that we don't want accidental modifications to the data structures that come from the wire, so they all are forced to be immutable.
After upgrade from 2.6.3 to 2.9.8, the deserialization started breaking with the message:

Cannot construct instance of XXX (although at least one Creator exists): no default no-arguments constructor found

This happens ONLY when you deserialize a custom collection of strings as a property of the other object. Deserializing the custom collection of strings directly works fine, and so does the deserialization of custom collection of non-strings. I believe either the StringCollectionDeserializer should not be invoked for custom collections, or perhaps it does not handle the delegation as expected.
Please see comments for repro and workaround.
Thanks!MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonDatabind-48,JacksonDatabind,Issue Report,"BasicClassIntrospector.forSerialization(...).findProperties should respect MapperFeature.AUTO_DETECT_GETTERS/SETTERS #1223New issueCopy linkNew issueCopy linkClosedClosedBasicClassIntrospector.forSerialization(...).findProperties should respect MapperFeature.AUTO_DETECT_GETTERS/SETTERS#1223Copy linkMilestone2.7.5Descriptionheadw01opened on May 6, 2016Issue body actionsWhen I set the ObjectMapper MapperConfig to not AutoDetect and use the BasicClassIntrospector to get the properties, I seem to still be getting the Methods.  I am currently using version 2.7.3.
The following code produces this output:
Found property count 2, there should only be one??
Found property: name=name, internalName=name
Found property: name=groupname, internalName=groupname
I think it should produce only this output:
Found property: name=groupname, internalName=groupname
public static void main(String [] args) {
    class TCls {
        @JsonProperty(""groupname"")
        private String groupname;

        public void setName(String str) {
            this.groupname = str;
        }
        public String getName() {
            return groupname;
        }
    }

    ObjectMapper om = new ObjectMapper();
    // Only use explicitly specified values to be serialized/deserialized (i.e., JSONProperty).
    om.configure(com.fasterxml.jackson.databind.MapperFeature.AUTO_DETECT_FIELDS, false);
    om.configure(com.fasterxml.jackson.databind.MapperFeature.AUTO_DETECT_GETTERS, false);
    om.configure(com.fasterxml.jackson.databind.MapperFeature.AUTO_DETECT_SETTERS, false);
    om.configure(com.fasterxml.jackson.databind.MapperFeature.AUTO_DETECT_IS_GETTERS, false);
    om.configure(com.fasterxml.jackson.databind.MapperFeature.USE_GETTERS_AS_SETTERS, false);
    om.configure(com.fasterxml.jackson.databind.MapperFeature.CAN_OVERRIDE_ACCESS_MODIFIERS, true);
    om.configure(com.fasterxml.jackson.databind.MapperFeature.INFER_PROPERTY_MUTATORS, false);
    om.configure(com.fasterxml.jackson.databind.MapperFeature.USE_ANNOTATIONS, true);

    JavaType javaType = om.getTypeFactory().constructType(TCls.class);

    BasicClassIntrospector introspector = new BasicClassIntrospector();
    BasicBeanDescription bdesc = introspector.forSerialization(om.getSerializationConfig(), javaType, null);
    List<BeanPropertyDefinition> bprops = bdesc.findProperties();

    if (1 != bprops.size()) {
        System.out.println(""Found property count "" + bprops.size() + "", there should only be one??"");
    }
    bprops.forEach(prop -> {
        System.out.println(""Found property: name="" + prop.getName() + "", internalName="" + prop.getInternalName());
    });
}
MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonDatabind-50,JacksonDatabind,Issue Report,"@JsonIdentityInfo deserialization fails with combination of forward references, @JsonCreator #1261New issueCopy linkNew issueCopy linkClosedClosed@JsonIdentityInfo deserialization fails with combination of forward references, @JsonCreator#1261Copy linkMilestone2.8.0Descriptionarifogelopened on Jun 7, 2016Issue body actionsAs a follow-up to bug #1255, the patch I provided exposes related deserialization problems.
I have attached a small project ('jackson-test.zip') to demonstrate these issues. When run with both patches from #1255, the output is provided in the attached 'both.txt'. When run with just the first patch from #1255, the output is provided in the attached 'first.txt'.
Important points:

When the object expressed as an id is contained within a collection or map (List in this example), deserialization works correctly. When it is a field of an object, deserialization is broken.
This particular example doesn't have forward references, but it does have cycles. Nevertheless, I have seen situations where non-cyclical forward-references also do not deserialize properly, with the same caveat as in 1.
jackson-test.zip
both.txt
first.txt
MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonDatabind-76,JacksonDatabind,Issue Report,"Missing properties when deserializing using a builder class with a non-default constructor and a mutator annotated with @JsonUnwrapped #1573New issueCopy linkNew issueCopy linkClosedClosedMissing properties when deserializing using a builder class with a non-default constructor and a mutator annotated with @JsonUnwrapped#1573Copy linkMilestone2.8Descriptionsenojjopened on Mar 24, 2017Issue body actionsWhen deserializing using a builder class with a non-default constructor and any number of mutator methods annotated with @JsonUnwrapped, the BuilderBasedDeserializer::deserializeUsingPropertyBasedWithUnwrapped method cuts short the process of adding SettableBeanProperties.
The logic dictates that once all properties necessary to construct the builder have been found, the builder is constructed using all known SettableBeanProperties that have been found up to that point in the tokenizing process.
Therefore, in the case that the builder has a single property required for construction, and that property is found anywhere other than at the end of the JSON content, any properties subsequent to the constructor property are not evaluated and are left with their default values.
Given the following classes:
@JsonDeserialize(builder = Employee.Builder.class)
public class Employee {
    private final long id;
    private final Name name;
    private final int age;

    private Employee(Builder builder) {
        id = builder.id;
        name = builder.name;
        age = builder.age;
    }

    public long getId() {
        return id;
    }

    public Name getName() {
        return name;
    }

    public int getAge() {
        return age;
    }

    @JsonPOJOBuilder(withPrefix = ""set"")
    public static class Builder {
        private final long id;
        private Name name;
        private int age;

        @JsonCreator
        public Builder(@JsonProperty(""emp_id"") long id) {
            this.id = id;
        }

        @JsonUnwrapped
        public void setName(Name name) {
            this.name = name;
        }

        @JsonProperty(""emp_age"")
        public void setAge(int age) {
            this.age = age;
        }

        public Employee build() {
            return new Employee(this);
        }
    }
}

public class Name {
    private final String first;
    private final String last;

    @JsonCreator
    public Name(
        @JsonProperty(""emp_first_name"") String first,
        @JsonProperty(""emp_last_name"") String last
    ) {
        this.first = first;
        this.last = last;
    }

    public String getFirst() {
        return first;
    }

    public String getLast() {
        return last;
    }
}
And given the following JSON string:
{
    ""emp_age"": 30,
    ""emp_id"": 1234,
    ""emp_first_name"": ""John"",
    ""emp_last_name"": ""Doe""
}
We will see the following output:
Employee emp = new ObjectMapper().readValue(json, Employee.class);

System.out.println(emp.getAge()); // 30
System.out.println(emp.getId()); // 1234
System.out.println(emp.getName()); // null
However, if we place the emp_id property at the end of the JSON string, we would get the following output:
Employee emp = new ObjectMapper().readValue(json, Employee.class);

System.out.println(emp.getAge()); // 30
System.out.println(emp.getId()); // 1234
System.out.println(emp.getName()); // Name Object
If we were to place emp_age and emp_first_name and emp_last_name all after the emp_id property in the JSON string, we would get the following output:
Employee emp = new ObjectMapper().readValue(json, Employee.class);

System.out.println(emp.getAge()); // 0
System.out.println(emp.getId()); // 1234
System.out.println(emp.getName()); // nullMetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonDatabind-80,JacksonDatabind,Issue Report,"Extraneous type id mapping added for base type itself #1616New issueCopy linkNew issueCopy linkClosedClosedExtraneous type id mapping added for base type itself#1616Copy linkMilestone2.9.0.pr4Descriptioncowtowncoderopened on Apr 28, 2017Issue body actionsLooks like type id (name) matching base type is included in type resolution list, automatically. While this might be useful sometimes it seems quite odd, and probably should only be included if:

Base type is concrete and
Base type has explicit name (not add if default name used)
MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
JacksonDatabind-86,JacksonDatabind,Issue Report,"Missing properties from base class when recursive types are involved. #1647New issueCopy linkNew issueCopy linkClosedClosedMissing properties from base class when recursive types are involved.#1647Copy linkMilestone2.8.9Descriptionslobo-showbieopened on Jun 7, 2017Issue body actionsWhen a type hierarchy as follows is constructed and the base class' type is constructed first by the TypeFactory then serializing the sub class fails due to missing properties from the base class.
class Base implements IFace<Sub> { @JsonProperty int base = 1 }
class Sub { @JsonProperty int sub = 2 }
interface IFace<T> {}

Serializes sub as {""sub"":2} where {""base"":1,""sub"":2} is expected.
I've created a minimal scenario of this bug here: https://github.com/slobo-showbie/jackson-recursive-type-bug
I've experienced this bug in 2.7.8, 2.8.8, and 2.8.8.1MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"
