fold,bug_id,triaged,selected_tool,score,success,score_FlexFL,adj_score_FlexFL,score_BRaIn,adj_score_BRaIn,score_boostnsift,adj_score_boostnsift,score_buglocator,adj_score_buglocator,score_locus,adj_score_locus
3,79,0,boostnsift,0.8245,1,1.8361,-0.9655,1.7788,-1.1019,3.1502,0.8245,1.91,-0.9987,2.5707,-0.346
3,115,1,,0.0,0,,,,,,,,,,
3,46,1,,0.0,0,,,,,,,,,,
3,1,0,boostnsift,0.3569,0,1.1506,-0.0901,1.2106,-0.109,1.5892,0.3569,1.0593,-0.2884,1.4773,0.1216
3,3,0,boostnsift,0.5153,0,1.3966,0.0782,1.0843,-0.313,1.6669,0.5153,1.28,-0.1453,1.24,-0.1933
3,54,0,boostnsift,0.7373,1,1.6465,-0.2874,1.6022,-0.4107,2.2824,0.7373,1.5534,-0.4875,1.7901,-0.2588
3,78,0,boostnsift,0.2732,1,-0.2413,-0.0418,0.1207,0.2413,0.149,0.2732,-0.0849,0.0076,0.1135,0.198
3,4,0,locus,0.315,0,0.7545,-0.1798,0.6932,-0.3201,1.1544,0.1166,1.2013,0.16,1.2828,0.315
3,9,0,locus,0.4102,0,1.4776,-0.6284,1.2095,-0.9756,2.2779,0.0683,1.9911,-0.222,2.4546,0.4102
3,20,0,BRaIn,0.4715,1,-3.7496,0.1465,-3.5476,0.4715,-4.8047,-1.0121,-4.5406,-0.7515,-5.7088,-1.9277
3,5,1,,0.0,0,,,,,,,,,,
3,167,0,FlexFL,0.4122,0,-2.6734,0.4122,-2.737,0.2058,-3.2401,-0.3217,-2.9574,-0.0426,-4.206,-1.2991
3,3,1,,0.0,0,,,,,,,,,,
3,4,0,FlexFL,0.813,1,2.1847,0.813,1.7202,-0.195,0.8842,-1.0555,0.9144,-1.0288,1.0594,-0.8918
3,2,0,FlexFL,0.3933,0,1.0349,0.3933,0.9902,0.2247,0.9704,0.1805,0.3543,-0.4392,0.5689,-0.2325
3,76,0,boostnsift,0.4136,1,1.0282,-0.1359,1.344,0.1009,1.5126,0.4136,0.7244,-0.5467,0.8993,-0.3798
3,3,0,boostnsift,1.2961,0,0.6972,-1.1841,1.1648,-0.7955,2.2298,1.2961,1.0064,-0.9819,1.1787,-0.8176
3,62,0,locus,0.6411,1,-0.5934,-0.0591,-0.7239,-0.2686,-2.4578,-2.027,-0.7122,-0.2849,-0.1858,0.6411
3,5,0,locus,0.6721,1,-0.2701,-0.0901,-0.4426,-0.3416,-1.3481,-1.2716,-0.3298,-0.2567,0.1685,0.6721
3,103,0,locus,0.2979,1,1.2772,-0.6707,1.3649,-0.6621,2.2321,0.1806,1.9512,-0.1038,2.2965,0.2979
3,21,1,,0.0,0,,,,,,,,,,
3,37,1,,0.0,0,,,,,,,,,,
3,93,0,boostnsift,0.3808,1,2.0317,-0.1343,1.6978,-0.5472,2.5145,0.3808,1.5599,-0.7131,2.3787,0.0977
3,31,0,boostnsift,0.2798,0,1.5807,-0.6604,1.5043,-0.8158,2.5896,0.2798,1.8308,-0.5173,2.5548,0.1987
3,6,0,locus,0.6212,1,1.6135,-0.9015,1.7838,-0.8102,2.4758,-0.1427,2.3913,-0.2307,2.8635,0.6212
3,23,1,,0.0,0,,,,,,,,,,
3,25,0,locus,0.6821,1,1.4141,-0.4113,1.4528,-0.4515,1.6003,-0.3286,1.7252,-0.2071,2.1739,0.6821
3,30,0,boostnsift,0.2872,1,1.4782,0.2482,1.5364,0.2273,1.5786,0.2872,1.223,-0.1141,1.2698,-0.0752
3,158,1,,0.0,0,,,,,,,,,,
3,19,0,locus,0.3454,1,1.6318,-0.2722,1.4337,-0.5493,2.1406,0.1331,1.8629,-0.1481,2.2525,0.3454
3,1,0,FlexFL,0.3524,1,-2.581,0.3524,-2.585,0.2656,-3.0036,-0.1776,-2.8384,-0.0158,-4.0986,-1.2841
3,30,0,locus,0.4604,0,1.4186,-0.8084,1.5634,-0.7427,2.139,-0.1915,2.3487,0.0146,2.5756,0.4604
3,21,0,boostnsift,1.0863,0,0.9101,-0.8498,1.0988,-0.74,2.1083,1.0863,0.7733,-1.0935,1.267,-0.6078
3,24,1,,0.0,0,,,,,,,,,,
3,44,0,locus,0.3707,1,1.4386,-0.1656,1.2492,-0.434,1.5002,-0.2075,1.8155,0.1043,1.9527,0.3707
3,6,0,boostnsift,0.5513,1,1.8021,-0.3494,1.6021,-0.6285,2.5001,0.5513,1.9321,-0.3265,2.1938,-0.0728
3,35,0,boostnsift,0.4421,1,1.7223,0.1514,1.046,-0.6039,1.9194,0.4421,1.033,-0.6449,1.4426,-0.2433
3,26,1,,0.0,0,,,,,,,,,,
3,59,0,locus,0.7907,0,-0.0628,-0.3014,0.0299,-0.2877,-0.7381,-1.0803,0.0248,-0.3208,0.5871,0.7907
3,4,0,boostnsift,0.93,0,1.105,-0.9763,1.1957,-0.9646,2.4298,0.93,1.3962,-0.7921,1.7448,-0.4515
3,5,0,boostnsift,0.5454,1,0.7566,-0.2066,1.0113,-0.0309,1.3117,0.5454,0.4708,-0.5994,0.8555,-0.2227
3,64,0,boostnsift,0.4759,0,0.0332,-0.2474,-0.04,-0.3996,0.6291,0.4759,0.3982,0.0106,0.2357,-0.1599
3,2,0,locus,0.2558,0,1.4024,-0.6941,1.6038,-0.5718,2.4228,0.2227,1.9705,-0.233,2.4451,0.2558
3,160,1,,0.0,0,,,,,,,,,,
3,148,1,,0.0,0,,,,,,,,,,
3,18,0,boostnsift,0.4374,0,1.0387,-1.042,1.2561,-0.9036,2.4292,0.4374,1.7083,-0.4794,2.2368,0.0411
3,2,0,boostnsift,0.3855,1,1.5729,0.1222,1.3891,-0.1407,1.7992,0.3855,1.3109,-0.2468,1.6587,0.093
3,9,0,boostnsift,0.4261,1,2.125,-0.0495,1.6206,-0.6329,2.523,0.4261,1.5645,-0.717,2.3419,0.0524
3,26,0,boostnsift,0.372,1,1.2788,-0.3583,1.2917,-0.4243,1.9856,0.372,1.1248,-0.6193,1.8586,0.1065
3,95,0,boostnsift,0.4114,0,1.5526,-0.1496,1.49,-0.2912,2.0507,0.4114,1.6536,-0.1555,1.8843,0.0671
3,7,0,boostnsift,0.8008,0,0.6404,-0.5649,0.9026,-0.3817,1.5538,0.8008,0.6951,-0.6172,0.998,-0.3223
3,67,0,locus,0.275,1,0.4825,0.1053,0.6514,0.1952,0.6842,0.2035,0.3309,-0.1533,0.7257,0.275
3,14,0,locus,1.5074,0,0.8448,-1.5761,0.7997,-1.7002,0.8756,-1.6488,1.4955,-1.0324,2.7694,1.5074
3,36,1,,0.0,0,,,,,,,,,,
3,1,0,locus,0.932,0,0.8942,-1.035,1.1136,-0.8946,1.2298,-0.8029,1.5792,-0.457,2.2777,0.932
3,30,0,BRaIn,0.6753,0,-3.3729,-0.0573,-2.967,0.6753,-3.8061,-0.5941,-4.04,-0.8314,-5.2829,-2.0824
3,18,0,FlexFL,0.4007,0,-2.7207,0.4007,-2.7728,0.2173,-3.38,-0.4143,-3.0043,-0.0421,-4.2377,-1.2836
3,23,0,boostnsift,1.0439,0,1.7965,-0.4809,1.6549,-0.7015,2.6259,1.0439,1.5908,-0.7936,1.827,-0.5654
4,14,0,locus,0.5172,0,1.3569,-0.4872,1.1457,-0.7774,0.8914,-1.0562,1.9089,-0.0422,2.1926,0.5172
4,152,1,,0.0,0,,,,,,,,,,
4,15,1,,0.0,0,,,,,,,,,,
4,25,0,boostnsift,0.4063,1,1.5893,-0.0394,1.6762,-0.0315,1.9772,0.4063,1.0118,-0.7238,1.8159,0.0722
4,153,0,boostnsift,0.277,0,-4.509,0.0293,-4.2218,0.2375,-4.1898,0.277,-4.7372,-0.3059,-5.0908,-0.6675
4,8,0,buglocator,0.4965,1,1.7318,-0.5471,1.4293,-0.9286,2.0401,-0.3423,2.6274,0.4965,2.3725,-0.0215
4,17,0,boostnsift,0.8391,0,1.5623,-0.3496,1.6663,-0.3246,2.2603,0.8391,1.3404,-0.6785,1.4827,-0.5442
4,17,0,locus,0.6886,1,1.9115,-0.2868,1.5088,-0.7685,1.9251,-0.3767,2.0917,-0.2136,2.5468,0.6886
4,14,1,,0.0,0,,,,,,,,,,
4,65,0,locus,0.413,1,1.8636,-0.0537,1.4433,-0.5531,2.0864,0.0655,1.9234,-0.1009,2.2658,0.413
4,68,0,FlexFL,0.3824,1,-0.2343,0.3824,-0.2682,0.2356,-1.7884,-1.3091,-0.4748,0.001,-0.2805,0.1873
4,70,0,locus,0.2634,0,1.6748,0.1274,1.4902,-0.1362,1.866,0.2151,1.7901,0.1356,1.896,0.2634
4,11,0,buglocator,0.4547,1,1.7071,-0.4161,2.1843,-0.0179,2.2585,0.0318,2.4717,0.4547,1.9121,-0.3261
4,17,0,boostnsift,0.4986,0,-4.2658,-0.2167,-3.9542,0.0159,-3.7006,0.4986,-4.5431,-0.601,-4.9171,-0.983
4,3,0,buglocator,0.4827,0,1.678,-0.5859,2.1842,-0.1587,2.3711,0.0038,2.6124,0.4827,1.9049,-0.474
4,60,0,BRaIn,0.344,1,1.5023,0.206,1.6447,0.344,1.5702,0.1705,1.4437,0.0405,1.3761,-0.0351
4,45,0,FlexFL,0.8202,1,2.3284,0.8202,-0.1508,-2.2097,-1.5609,-3.6444,-2.2291,-4.3161,1.8568,-0.2382
4,22,0,locus,0.5663,0,1.9408,-0.1376,1.7539,-0.4035,2.0941,-0.0878,1.0456,-1.1398,2.4269,0.5663
4,14,0,FlexFL,0.3152,0,1.0474,0.3152,1.0363,0.225,0.2927,-0.543,1.0807,0.2748,1.0364,0.1891
4,75,0,boostnsift,0.5283,1,1.738,0.0641,1.5372,-0.2156,2.0223,0.5283,1.6438,-0.137,1.7391,-0.0498
4,15,0,FlexFL,0.3174,1,1.4895,0.3174,1.4698,0.2188,1.2579,-0.0177,1.3457,0.0666,1.5206,0.2646
4,38,1,,0.0,0,,,,,,,,,,
4,9,0,locus,0.3052,1,1.6265,0.2531,1.5256,0.0731,1.6502,0.1733,1.3742,-0.1063,1.722,0.3052
4,77,0,locus,0.5827,1,1.4055,-0.2285,0.7625,-0.9504,1.6333,-0.1042,1.3896,-0.3514,1.9825,0.5827
4,16,0,locus,0.4421,0,1.8984,-0.5935,1.8413,-0.7295,2.1707,-0.4247,2.6317,0.0329,2.8404,0.4421
4,53,1,,0.0,0,,,,,,,,,,
4,85,0,boostnsift,0.3294,1,1.3712,0.2641,1.3452,0.1591,1.4556,0.3294,1.1344,-0.0797,1.1019,-0.1202
4,8,0,boostnsift,0.4006,1,1.7959,-0.0665,1.7881,-0.1533,2.2109,0.4006,1.8263,-0.1432,2.0554,0.0779
4,3,0,boostnsift,0.5512,1,0.398,-0.2402,0.337,-0.3803,0.9868,0.5512,0.6805,-0.0647,0.4111,-0.3422
4,49,0,boostnsift,0.6324,1,1.8767,-0.1017,1.8305,-0.2269,2.3269,0.6324,1.8249,-0.2605,1.9396,-0.1539
4,75,0,boostnsift,0.6425,0,1.7406,-0.1804,1.872,-0.128,2.2695,0.6425,1.4362,-0.5918,1.5135,-0.5225
4,61,0,boostnsift,0.5723,0,1.446,-0.1622,1.6294,-0.0578,1.9567,0.5723,1.3257,-0.3895,1.2401,-0.4832
4,39,0,locus,0.3693,1,1.8834,0.073,1.7382,-0.1512,2.0231,0.1092,1.9817,0.0643,2.1589,0.3693
4,21,1,,0.0,0,,,,,,,,,,
4,118,1,,0.0,0,,,,,,,,,,
4,48,0,boostnsift,0.7253,0,1.782,-0.2227,1.5885,-0.4952,2.3532,0.7253,1.8728,-0.2388,1.802,-0.3177
4,2,0,boostnsift,0.6342,1,1.0068,-0.2806,1.2467,-0.1197,1.6359,0.6342,0.9765,-0.4179,0.8974,-0.505
4,61,0,boostnsift,0.6958,0,-3.9078,-0.5774,-3.4327,-0.1813,-2.9819,0.6958,-4.1338,-0.9103,-4.562,-1.3466
4,13,0,locus,0.5372,0,1.7308,-0.3448,1.7797,-0.3749,1.7504,-0.4287,2.1204,-0.0622,2.4241,0.5372
4,74,1,,0.0,0,,,,,,,,,,
4,127,0,boostnsift,0.3752,0,-4.3797,-0.103,-4.0583,0.1393,-3.9282,0.3752,-4.6088,-0.4391,-4.9794,-0.8177
4,63,0,boostnsift,0.6933,1,1.4805,-0.2808,1.6614,-0.1788,2.1098,0.6933,1.6033,-0.265,1.5553,-0.321
4,6,0,locus,0.3953,1,1.3201,0.1867,1.2389,0.0265,0.722,-0.5149,1.2575,0.0171,1.4819,0.3953
4,100,0,boostnsift,0.5358,1,1.3096,-0.0608,1.4281,-0.0213,1.7189,0.5358,1.1119,-0.3655,1.2744,-0.211
4,2,0,buglocator,0.3471,0,1.6727,0.0471,1.7469,0.0422,1.7852,0.056,1.9742,0.3471,1.8686,0.1279
4,137,1,,0.0,0,,,,,,,,,,
4,2,0,locus,0.4227,0,-0.0452,-0.0774,-0.5411,-0.6523,-0.3007,-0.4364,0.1915,0.0523,0.3807,0.4227
4,7,0,BRaIn,0.5069,1,0.792,0.1111,1.0294,0.5069,0.7896,0.0052,0.4754,-0.3125,0.7822,-0.0137
4,62,0,locus,1.6016,1,3.4086,-1.0196,0.8475,-3.6596,0.976,-3.5557,1.1274,-3.4077,4.7767,1.6016
4,105,0,BRaIn,0.4306,0,0.8153,-0.0008,1.1646,0.4306,1.0035,0.0839,0.6427,-0.2804,0.5744,-0.3567
4,107,0,buglocator,0.4414,0,0.5238,-0.2622,0.5318,-0.3331,0.1962,-0.6933,1.1345,0.4414,0.9346,0.0336
4,28,0,locus,0.3507,1,1.7597,-0.1077,1.9868,0.0404,2.0987,0.1278,1.9457,-0.0287,2.2159,0.3507
4,61,0,locus,0.5927,1,0.1598,-0.4475,0.1817,-0.5046,-1.6353,-2.346,0.5966,-0.1177,0.9558,0.5927
4,9,0,locus,0.324,1,1.85,-0.5745,1.7227,-0.7809,2.279,-0.249,2.6826,0.151,2.773,0.324
4,99,1,,0.0,0,,,,,,,,,,
4,59,0,boostnsift,0.8841,0,1.4553,-0.5045,1.5706,-0.4682,2.3083,0.8841,1.6278,-0.439,1.6691,-0.4056
4,71,0,boostnsift,0.5334,0,0.1117,-0.3116,0.3538,-0.1485,0.7718,0.5334,0.4834,-0.0469,0.1911,-0.3472
4,25,0,boostnsift,0.3072,1,1.6955,-0.1175,1.483,-0.4089,2.1615,0.3072,1.8823,-0.0377,2.0993,0.1713
4,5,0,FlexFL,0.458,1,0.4946,0.458,0.3851,0.16,-0.557,-0.8065,0.0581,-0.1949,0.3055,0.0445
4,40,0,boostnsift,0.7498,1,1.2517,-0.6077,1.4421,-0.4963,2.2078,0.7498,1.703,-0.2633,1.4216,-0.5527
4,35,0,locus,0.557,1,1.7907,-0.0658,1.2355,-0.7,1.8815,-0.0785,1.3604,-0.6031,2.205,0.557
4,4,0,locus,0.8114,1,1.8183,-0.4912,1.5654,-0.8231,1.5413,-0.8717,2.0801,-0.3364,2.658,0.8114
4,110,1,,0.0,0,,,,,,,,,,
4,6,0,locus,0.3573,0,2.1471,0.0651,2.0139,-0.1472,2.3067,0.1212,2.0245,-0.1646,2.4306,0.3573
4,31,0,locus,0.2938,0,1.3199,-0.0397,1.5799,0.1413,1.6144,0.1513,1.6479,0.1812,1.7082,0.2938
4,45,0,boostnsift,0.4606,1,1.9464,0.1329,1.5489,-0.3436,2.162,0.4606,1.6091,-0.3114,1.8808,-0.0477
4,5,0,locus,0.7292,1,1.5013,-0.2705,1.3742,-0.4766,0.9095,-0.9658,1.6246,-0.2542,2.1203,0.7292
4,41,0,boostnsift,0.6839,1,1.6902,-0.1274,1.7272,-0.1694,2.1662,0.6839,1.369,-0.5557,1.4317,-0.5009
4,55,0,boostnsift,0.7271,0,1.016,-0.3284,1.2108,-0.2126,1.6929,0.7271,0.9529,-0.4984,1.0167,-0.4427
4,4,0,boostnsift,0.4256,1,0.8853,-0.1699,1.1802,0.046,1.4037,0.4256,0.8525,-0.3097,1.2231,0.0529
4,16,0,BRaIn,1.0159,1,2.0084,-0.3979,2.7548,1.0159,0.4053,-2.1045,1.9477,-0.5656,0.2959,-2.2254
4,26,0,locus,0.4416,1,1.4792,-0.9046,1.3062,-1.1565,1.2782,-1.2091,2.5242,0.0334,2.7323,0.4416
4,57,0,boostnsift,0.2854,1,1.6981,0.1888,1.6419,0.0536,1.8578,0.2854,1.8108,0.1944,1.8175,0.1931
4,54,1,,0.0,0,,,,,,,,,,
4,107,0,boostnsift,0.4012,1,-4.31,-0.1659,-3.9518,0.1133,-3.7956,0.4012,-4.5439,-0.5067,-4.9169,-0.8878
4,113,0,boostnsift,0.3723,1,-3.0575,0.1556,-2.992,0.1422,-2.8646,0.3723,-3.0073,0.0988,-3.8741,-0.776
4,40,1,,0.0,0,,,,,,,,,,
4,33,0,locus,0.3851,0,1.56,-0.25,1.5774,-0.3115,1.6098,-0.3037,2.0069,0.0899,2.1585,0.3851
4,27,0,boostnsift,0.284,1,2.1677,0.1306,1.7342,-0.3819,2.3856,0.284,1.9451,-0.199,2.3466,0.1945
4,7,0,boostnsift,0.6741,0,1.3069,-0.0806,1.239,-0.2274,1.736,0.6741,1.0046,-0.4899,0.7741,-0.7283
4,112,0,boostnsift,0.2979,1,-4.5297,0.0412,-4.2753,0.2166,-4.2224,0.2979,-4.7603,-0.2964,-5.1171,-0.6612
4,42,0,boostnsift,0.5691,1,1.469,-0.178,1.6713,-0.0546,1.9955,0.5691,1.3066,-0.4474,1.2768,-0.4852
4,81,0,BRaIn,0.3702,0,0.879,0.2478,0.9797,0.3702,0.6391,-0.0956,0.556,-0.1822,0.674,-0.0722
4,109,0,BRaIn,0.5332,0,0.7316,0.0848,0.9953,0.5332,0.7141,-0.0362,0.4347,-0.3191,0.5346,-0.2272
4,86,1,,0.0,0,,,,,,,,,,
4,79,1,,0.0,0,,,,,,,,,,
4,12,0,BRaIn,0.2822,1,1.4486,0.1054,1.6916,0.2822,1.6789,0.2323,1.4274,-0.0227,1.4132,-0.0449
4,3,0,boostnsift,0.5163,1,1.2594,-0.115,1.3454,-0.1079,1.7228,0.5163,1.4516,-0.0298,1.0575,-0.4319
4,23,0,locus,0.2757,1,1.821,-0.2623,1.5626,-0.5997,2.1098,-0.077,2.3896,0.1993,2.4318,0.2757
4,37,0,locus,0.2591,1,2.0118,0.1236,1.6302,-0.337,2.2111,0.2194,1.8483,-0.1469,2.2367,0.2591
4,32,0,locus,1.4795,1,2.6908,-0.8975,1.5671,-2.1002,1.7838,-1.908,1.9046,-1.7907,3.9368,1.4795
4,26,0,boostnsift,0.4671,1,1.9447,0.0223,1.9945,-0.007,2.2709,0.4671,1.6795,-0.3499,2.0489,0.0114
4,47,0,boostnsift,0.6851,0,0.6732,-0.3102,0.8918,-0.1706,1.3319,0.6851,0.6888,-0.4016,0.8084,-0.29
4,15,0,buglocator,0.4236,1,1.564,-1.2615,1.7569,-1.1475,2.0001,-0.9288,3.1739,0.4236,2.9918,0.0514
4,22,0,buglocator,0.4113,0,1.9595,-0.3676,1.8538,-0.5523,2.0523,-0.3782,2.6755,0.4113,2.5058,0.0637
4,30,0,locus,0.4654,0,1.8883,-0.0155,1.8869,-0.0959,2.0204,0.0131,1.9732,-0.0376,2.2523,0.4654
4,85,0,boostnsift,0.4216,0,-4.329,-0.1546,-4.0025,0.0929,-3.8259,0.4216,-4.5673,-0.4999,-4.9426,-0.8832
4,24,0,locus,0.5679,1,0.8338,-0.7714,0.8353,-0.8489,0.0373,-1.6714,1.6193,-0.0929,1.9537,0.5679
4,52,1,,0.0,0,,,,,,,,,,
4,101,1,,0.0,0,,,,,,,,,,
4,39,0,BRaIn,0.3641,0,0.348,0.1283,0.5682,0.3641,0.1207,-0.2026,0.4737,0.1469,0.4474,0.1127
4,9,0,locus,1.0817,1,2.1795,-0.9591,1.8966,-1.321,2.6389,-0.6032,2.1906,-1.0549,3.4871,1.0817
4,53,1,,0.0,0,,,,,,,,,,
4,47,0,boostnsift,0.3491,0,-3.0974,0.1934,-3.05,0.1617,-2.9422,0.3491,-3.0463,0.1374,-3.9101,-0.7344
4,40,0,locus,0.4578,1,1.8325,-0.1972,1.5616,-0.5471,1.9328,-0.2005,2.1539,0.0172,2.3783,0.4578
4,90,1,,0.0,0,,,,,,,,,,
4,25,0,locus,0.7869,1,1.8314,-0.2049,1.8047,-0.3106,1.1596,-0.9802,1.5365,-0.6069,2.3848,0.7869
4,93,0,boostnsift,0.4195,1,1.5285,0.0821,1.6205,0.095,1.795,0.4195,1.2984,-0.255,1.3184,-0.2431
4,16,0,buglocator,0.3485,1,1.5922,0.1509,1.6828,0.1625,1.4917,-0.0531,1.7898,0.3485,1.588,0.0317
4,1,0,BRaIn,0.4105,0,0.93,0.099,1.1795,0.4105,0.8903,-0.0442,0.7507,-0.1873,1.0385,0.0925
4,21,0,BRaIn,0.4725,0,1.582,0.1455,1.785,0.4725,1.3218,-0.2183,1.291,-0.2526,1.4245,-0.127
4,36,1,,0.0,0,,,,,,,,,,
4,5,0,boostnsift,0.5392,1,1.7145,0.0097,1.718,-0.0658,2.0533,0.5392,1.724,-0.0878,1.7591,-0.0607
4,23,0,boostnsift,0.7527,1,1.9504,-0.1592,1.9064,-0.2822,2.4581,0.7527,1.9303,-0.2864,1.8671,-0.3575
4,42,0,locus,1.5674,1,2.3922,-1.0117,1.596,-1.8868,2.3192,-1.1881,2.4184,-1.0924,3.7523,1.5674
4,84,0,locus,0.354,0,1.5942,-0.1412,1.522,-0.2925,1.483,-0.356,1.9634,0.121,2.0839,0.354
4,173,0,boostnsift,0.32,1,-4.4452,-0.0321,-4.1396,0.1945,-4.0646,0.32,-4.683,-0.3769,-5.0404,-0.7423
4,34,1,,0.0,0,,,,,,,,,,
4,12,0,BRaIn,0.656,1,0.4404,-0.038,0.8268,0.656,0.3043,-0.2775,-0.1376,-0.723,-0.2923,-0.8857
4,10,0,locus,0.4429,0,0.2907,-0.1925,0.6224,0.0601,0.292,-0.2947,0.5239,-0.0664,0.8318,0.4429
4,88,0,BRaIn,0.3328,0,0.4878,0.2392,0.5971,0.3328,0.5339,0.1817,0.1699,-0.1857,0.0733,-0.2903
4,26,0,BRaIn,0.2952,1,1.5789,0.2569,1.6705,0.2952,1.4034,-0.0221,1.377,-0.052,1.6448,0.2078
4,35,0,boostnsift,0.5013,1,-4.3156,-0.1745,-4.0488,0.0132,-3.7926,0.5013,-4.6006,-0.5665,-4.9725,-0.9465
4,85,0,locus,0.4543,0,0.8078,-0.2205,0.7936,-0.3136,-0.2663,-1.3981,1.1559,0.0207,1.3768,0.4543
4,4,1,,0.0,0,,,,,,,,,,
4,22,1,,0.0,0,,,,,,,,,,
4,35,1,,0.0,0,,,,,,,,,,
4,6,0,locus,0.6627,0,1.8856,-0.0807,1.4817,-0.5636,1.678,-0.3918,1.6974,-0.3758,2.3147,0.6627
4,20,0,boostnsift,0.9132,1,1.4502,-0.499,1.492,-0.5362,2.2977,0.9132,1.6295,-0.4267,1.5575,-0.5067
4,164,1,,0.0,0,,,,,,,,,,
4,24,0,boostnsift,0.4185,1,2.18,0.175,1.6971,-0.3868,2.3535,0.4185,1.6578,-0.4541,2.0273,-0.0927
4,11,0,buglocator,0.521,1,-0.2119,-0.1663,0.0233,-0.01,-1.3146,-1.3724,0.3028,0.521,-0.0895,-0.1588
4,75,0,boostnsift,0.3286,0,1.3404,-0.0556,1.6608,0.1859,1.7445,0.3286,1.0578,-0.4452,0.8838,-0.6271
4,10,0,BRaIn,0.4958,1,0.4079,0.1222,0.6342,0.4958,-0.2883,-0.6775,0.3045,-0.0882,0.2331,-0.1676
4,159,0,boostnsift,0.5642,0,-4.1196,-0.3664,-3.7239,-0.0497,-3.4047,0.5642,-4.3522,-0.706,-4.7549,-1.1167
4,79,0,locus,0.5285,0,1.2864,-0.1308,1.2633,-0.233,0.512,-1.0088,1.4707,-0.0535,1.7658,0.5285
4,22,1,,0.0,0,,,,,,,,,,
4,36,1,,0.0,0,,,,,,,,,,
4,2,0,buglocator,0.3388,1,1.8057,-0.7195,1.646,-0.9582,2.179,-0.4497,2.8737,0.3388,2.7764,0.1362
4,7,0,buglocator,0.3089,1,1.7052,-0.5515,1.842,-0.4936,2.0986,-0.2616,2.6052,0.3089,2.5378,0.1661
4,82,0,locus,0.4891,0,2.0825,-0.067,2.2424,0.0139,1.9367,-0.3163,2.1347,-0.1218,2.498,0.4891
4,55,0,FlexFL,0.431,1,1.8695,0.431,1.787,0.187,1.686,0.0615,1.2678,-0.3602,1.6303,-0.0057
4,149,0,boostnsift,0.7404,0,-2.5481,-0.3612,-2.3338,-0.2259,-1.8384,0.7404,-2.4987,-0.4189,-3.4302,-1.3584
4,104,0,locus,0.4386,1,2.1961,-0.0634,1.7441,-0.5944,2.4029,0.0399,2.0261,-0.3404,2.608,0.4386
4,3,0,boostnsift,0.4955,1,1.7509,-0.2718,1.687,-0.4147,2.3712,0.4955,2.1208,-0.009,1.9511,-0.1866
4,175,1,,0.0,0,,,,,,,,,,
4,58,0,BRaIn,0.3431,1,0.0776,0.0301,0.396,0.3431,0.0401,-0.1108,0.1817,0.0273,0.3223,0.1599
4,3,0,boostnsift,0.604,0,1.0164,-0.2872,1.2931,-0.0895,1.6521,0.604,0.9341,-0.4765,0.8949,-0.5238
4,68,0,buglocator,0.5219,0,1.241,-0.6101,1.4405,-0.4897,1.4905,-0.4641,2.1996,0.5219,1.9193,-0.0469
4,45,0,boostnsift,0.2635,1,1.7143,0.1463,1.5261,-0.1209,1.9165,0.2635,1.898,0.223,1.7431,0.0601
4,83,0,boostnsift,0.4474,1,1.8718,-0.1114,2.1293,0.0671,2.3317,0.4474,1.8651,-0.225,2.0317,-0.0665
4,97,0,locus,0.3302,1,1.943,0.1498,1.5939,-0.2782,2.045,0.1483,1.7375,-0.1627,2.1417,0.3302
4,24,1,,0.0,0,,,,,,,,,,
4,25,1,,0.0,0,,,,,,,,,,
4,27,1,,0.0,0,,,,,,,,,,
4,19,1,,0.0,0,,,,,,,,,,
4,36,0,boostnsift,0.5143,1,1.9545,-0.0631,1.7051,-0.3914,2.3661,0.5143,1.9365,-0.1881,2.0968,-0.0358
4,162,0,boostnsift,0.3622,0,-4.4193,-0.0637,-4.1244,0.1523,-4.0072,0.3622,-4.6609,-0.4122,-5.0245,-0.7838
4,37,0,locus,0.3573,0,1.7823,-0.1626,1.9229,-0.1009,1.8569,-0.1914,2.1695,0.1177,2.2933,0.3573
4,99,0,locus,0.3727,0,1.0336,0.1034,1.1394,0.1303,1.097,0.0633,0.9768,-0.0603,1.2786,0.3727
4,73,0,BRaIn,0.3123,1,1.0375,0.033,1.353,0.3123,1.3102,0.2022,0.6641,-0.4474,0.5628,-0.5567
4,98,0,locus,0.3009,1,-1.1549,-0.1691,-1.226,-0.3192,-3.0195,-2.1372,-0.7047,0.1741,-0.6373,0.3009
4,7,1,,0.0,0,,,,,,,,,,
4,163,1,,0.0,0,,,,,,,,,,
4,43,0,FlexFL,0.3347,1,1.6476,0.3347,1.6614,0.2833,1.5676,0.1512,1.4864,0.0666,1.5486,0.1208
4,4,0,locus,0.3893,1,1.9419,0.1927,1.5078,-0.3204,1.88,0.0273,1.7598,-0.0964,2.0977,0.3893
4,32,1,,0.0,0,,,,,,,,,,
5,9,0,boostnsift,0.7213,1,1.7845,-0.1873,1.5634,-0.4874,2.3203,0.7213,1.7114,-0.3674,1.844,-0.2428
5,72,0,buglocator,0.272,1,1.5429,-0.8263,1.3946,-1.0536,2.2917,-0.181,2.7177,0.272,2.6872,0.203
5,12,0,boostnsift,0.9307,1,1.8212,-0.3463,1.8303,-0.4162,2.516,0.9307,1.7629,-0.5116,1.7028,-0.5797
5,19,0,locus,0.6502,1,1.3716,-0.5603,1.5286,-0.4823,1.8637,-0.1717,1.3065,-0.7324,2.2804,0.6502
